proper names,NEC+,Designation,HIP,Bayer ID,Simbad spelling,Constellation,Origin,Language,Reference,Date of Adoption,image,image_source,RA,DEC,mag
Shaula,"6,580",HR 6527,85927,λ Sco,Shaula,Sco,"The Arabic lunar mansion ""Al Shaula"" (""the sting"") refers to the pair Lambda and Upsilon Sco (Al Sufi), the two stars that have been called ""the sting of the Scorpion"" even in MUL.APIN (I ii 31-32) but with different proper names there. ""Shaula"" appeared more in early modern literature for the pair of stinger stars after Hyde's (1665) translation of Ulugh Beg, and specifically for Lambda Sco after Piazzi's (1814) Palermo Catalog.",Sumerian,"Horowitz, W. (2018) ‘Communication and miscommunication in the southern sky’, in Registers and Modes of Communication in the Ancient Near East. 1st edn. Routledge, pp. 69–84.",2016/07/20,,,263.4021672,-37.10382355,1.63
Sheratan,590,HR 553,8903,β Ari,Sheratan,Ari,"Applied in recent times from the Arabic lunar mansion name al-shara-tan, for β and γ Ari. The name means ""two"" of something, but the complete meaning is uncertain. Some Arabic authors suggested that it meant ""the Two Signs"", implying these stars as some kind of celestial indicator; others assumed it meant ""the Two Horns"", referring to the Arabic figure of al-hamals here.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,28.66004579,20.80803147,2.65
Talitha,"3,552",HR 3569,44127,ι UMa,Talitha,UMa,"Applied in recent times from an abbreviation of the pre-Islamic Arabian name alqafza al-thalitha, ""the Third Leap,"" for ι and κ UMa. This pair, with the pairs λ/μ and v/ξ UMa, composed the pre-Islamic Arabian asterism qafazat al-ziba', ""the Leaps of the Gazelles,"" imagined as the tracks left by those animals. In some later tradition, qafazat al-ziba' and adjacent asterisms were associated in a fable, where several gazelles leaped away from the Lion into a pond, leaving their tracks behind.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,134.8018881,48.04182614,3.13
Tania Australis,"4,042",HR 4069,50801,μ UMa,Tania Australis,UMa,"Applied in recent times from their pre-Islamic Arabian name al-qafza al-thaniya, ""the Second Leap"", and the Latin distinctions of ""northern"" and ""southern,"" respectively.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,155.5821987,41.49953826,3.05
Tania Borealis,"4,009",HR 4033,50372,λ UMa,Tania Borealis,UMa,"Applied in recent times from their pre-Islamic Arabian name al-qafza al-thaniya, ""the Second Leap"", and the Latin distinctions of ""northern"" and ""southern,"" respectively.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,154.2740802,42.91441381,3.45
Tonatiuh,"4,591",HR 4609,58952,,Tonatiuh,Cam,Tonatiuh was the Aztec god of the Sun.,Aztec,2015 NameExoWorlds,2016/07/20,,,180.087533,76.9057341,5.8
Vindemiatrix,"4,942",HR 4932,63608,ε Vir,Vindemiatrix,Vir,"The formation of this name begins with the classical Greek name for this star: Protrygeter (""the Grape Gatherer"") as it is given in the Almagest: ὁ βόρειος αὐτῶv καὶ καλούμενος Προτρυγητήρ. The Romans translated this name as vindemiator and other similiar masculine forms. Similarly, after a somewhat erroneous translation of the Greek name by the Arabs, the Medieval Latin translation in the Almagest was precedens vindemiatorem, ""the One preceding the Grape Gatherer"", modified in some editions of the Alphonsine Tables into precedens vindemitorem. The exact origin of the current, feminine ""Vindemiatrix"" from any of these forms is uncertain, but it first appeared in Early Modern times.",Latin,"Almagest (Heiberg edition, II 102). Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,195.5441542,10.95914872,2.79
Wazn,"2,050",HR 2040,27628,β Col,Wazn,Col,"Applied in recent times from some pre-Islamic Arabian name al-wazn, of unknown significance.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,87.73996785,-35.76830962,3.12
Wezen,"2,676",HR 2693,34444,δ CMa,Wezen,CMa,"From the Arabic name al-wazn, for one of a pair of stars, the other one being hadari. Arabic authors ventured to identify these stars as α/β Cen or α/β Col, but exactly what two stars were originally intended, and the significance of their names, is unknown. As a common noun in Arabic, al-wazn means ""the weight"". ""Wezen"" was arbitrarily applied to δ CMa in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,107.0978502,-26.39319958,1.84
Zaurak,"1,269",HR 1231,18543,γ Eri,Zaurak,Eri,"From the Arabic word zauraq, ""boat,"" used in an unaginat1ve, nonclassical description of several stars near Eridanus (evidently the stars of today's Phoenix). Arbitrarily applied as a star name toy Eri in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,59.50735759,-13.50851481,2.94
Zosma,"4,355",HR 4357,54872,δ Leo,Zosma,Leo,"From the Greek word ζῶσμα, ""girdle"" or ""loin cloth"". In Early Modern times this word was erroneously said to have been used to describe δ Leo in a medieval Greek text. Correctly, the text has ὀσφῦς, ""hip"" or ""lower back"" (after Ptolemy). The name ""Zosma"" (transliterated from the erroneous Greek word) was applied in recent times.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,168.5270893,20.52371814,2.53
Achernar,499,HR 472,7588,α Eri,Achernar,Eri,"Arabic name آخر النهر (āḫiru ʾn-nahr) meaning, the End of the River; originally used for θ Eri that was considered the end of the river in the ancient star catalog (Almagest).The name was transferred to α Eri in the Early Modern Era when the constellation was extended south to this new terminus.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,24.42852283,-57.23675281,0.46
Alcor,"5,062",HR 5062,65477,80 UMa,Alcor,UMa,"Ultimately from the pre-Islamic Arabian name al-jaun, for ε UMa, which was transliterated and eventually corrupted in Latin to ""Alcor."" The name was wrongly transferred to 80 UMa in Early Modern times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,201.3064076,54.98795966,4.01
Alcyone,"1,204",HR 1165,17702,η Tau,Alcyone,Tau,"These names were individually applied in Early Modern times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,56.8711523,24.10513565,2.87
Aldebaran,"1,498",HR 1457,21421,α Tau,Aldebaran,Tau,"Applied in the early Islamic period from its pre-Islamic Arabian name al-dabaran, possibly meaning ""the Follower,"" alternatively used as the lunar mansion name for all the Hyades (or again for α Tau alone). The name is thought to refer to this star's following the Pleiades across the sky, or to the Hyades (or α Tau) coming after the Pleiades as a lunar mansion. ""Aldebaran"" is one of the oldest Arabic star names applied in the West, from the end of the 10th century A.D.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,68.98016279,16.50930235,0.86
Algenib,73,HR 39,1067,γ Peg,Algenib,Peg,"From the name for the Arabic Almagest period al-janb, ""the Side,"" for α Per. Wrongly transferred to γ Peg in Early Modern times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,3.308968121,15.18359843,2.84
Algol,977,HR 936,14576,β Per,Algol,Per,"Applied in medieval times from an abbreviation of its name for the Arabic Almagest period ras al-ghul ""the Demon's Head"" (for Ptolemy's Gorgon-head). ""Algol"" is one of the oldest Arabic star names applied in the West, from the end of the 10th century A.D.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,47.04221856,40.95564667,2.12
Alioth,"4,905",HR 4905,62956,ε UMa,Alioth,UMa,"Ultimately from its pre-Islamic Arabian name al-jaun, ""the Black Horse, or Bull,"" which became corrupted even in Arabic sources (where some of the corruptions carried other meanings). For example, in the Arabic manuscript of the Almagest that was translated into Latin in 1175 A.D., this name of ε UMa had apparently been miswritten as al-jauza or al-jauza (the latter being identical to the name for the Arabic Almagest period for Orion and Gemini). Whatever was read in this Arabic manuscript was transliterated into Latin as alioze. In subsequent Latin copies, this name was further corrupted to aliore, Alcor, Alioth, etc. Since late medieval times, ""Alioth"" became the preferred name for ε UMa.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,193.50729,55.95982296,1.77
Aljanah,"7,934",HR 7949,102488,ε Cyg,Aljanah,Cyg,"The star used to be commonly named Gienah (cf. Kunitzsch and Smart 2006, Allen 1899) which derives from Arabic al-Janāḥ, The Wing, based on Almagest translations. WGSN adopted the original Arabic word instead of the corrupted one.",Arabic,--,2016/06/30,,,311.5528012,33.97032834,2.48
Alkaid,"5,192",HR 5191,67301,η UMa,Alkaid,UMa,"Applied with various spellings since medieval times, from its pre-Islamic Arabian name al-qa'id, ""the Leader"" (probably as leader of the Daughters of the Bier).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,206.8851573,49.31326673,1.86
Alpheratz,49,HR 15,677,α And,Alpheratz,And,"The specific origin of this name is unclear. It may represent a transfer from β Peg, where alferaz and other variants were applied in medieval times as abbreviations for β Peg's Arabic name mankib al-faras, ""the Horse's Shoulder"". Or, it may be from an abbreviation of the name alpheraz id est equus, ""alpheraz, that is, the Horse"", which was applied directly to α And also in medieval times. In any case, Medieval Latin authors confused these two names, their spellings, and their identifications, and the modern application of ""Alpheratz"" to α And comes down to us from late medieval times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,2.09691619,29.09043112,2.06
Altair,"7,558",HR 7557,97649,α Aql,Altair,Aql,"Applied with various spellings since medieval times, from an abbreviation of its Arabic name al-nars al-ta)ir, ""the Flying Eagle (or Vulture)"", alternatively used as an asterism name for α, β and γ Aql. The name has probable origins among the Babylonians and Sumerians, for whom α Aql was ""the Eagle Star"".",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,297.6958273,8.8683212,0.76
Antares,"6,150",HR 6134,80763,α Sco,Antares,Sco,"From its ancient Greek name ἀντάρης, ""like Ares"", likening the red colour of this star to its planetary namesake (the Roman Mars), name occurs in the Almagest. Possibly the Greek name goes back to a Sumerian precursor AN.TA.GUB (as suggested by Horowitz).",Greek,"Almagest, translated by Toomer (1984, 372), Horowitz ()",2016/06/30,,,247.3519154,-26.43200261,0.91
Arcturus,"5,331",HR 5340,69673,α Boo,Arcturus,Boo,"From its ancient Greek name Ἀρκτοῦρος, ""the Guard, or Guardian"". Reapplied in Early Modern times. As the Greek word  Άρκτος, ""bear,"" also came to mean ""north,"" the meaning can ambiguously be ""Guardian of the North"" and ""Guardian of the Bear"", referring to the nearby constellation Ursa Major.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,213.9153003,19.18240916,-0.05
Bellatrix,"1,819",HR 1790,25336,γ Ori,Bellatrix,Ori,"A Latin name meaning ""the Female Warrior"", given to α Aur in a medieval astrological text (the reason behind this initial application is not fully understood and awaits further findings in corresponding Arabic texts). In late medieval times, bellatrix was transferred to γ Ori, perhaps by association with the name Bellator, ""the Male Warrior"", which was used for Orion in other astrological texts.",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,81.28276356,6.34970326,1.64
Betelgeuse,"2,085",HR 2061,27989,α Ori,Betelgeuse,Ori,"Applied with varied spellings since medieval times, from its pre-Islamic Arabian name yad al-jauza', ""the Hand of al-jauza'"" (The first medieval transliteration into Latin was bedalgeuze, mistaking the initial Arabic letter as ""b"" instead of ""y."" In Early Modern times this corruption was erroneously attributed to the assumed Arabic word ""bat"" [properly ibt], for ""the Armpit"" of al-jauza', giving rise to the corruption  Betelgeuse"" seen today. Thus by Early Modern times both the ""y"" and ""d"" of the first part of the pre-Islamic Arabian name had become corrupted.) The pre-Islamic Arabian asterism al-jauza' was a feminine figure represented in the stars of what is today Orion. The origin of its name is unclear (as with nearly all of the ancient group of pre-Islamic Arabian names). The root jwz can mean ""middle,"" and the word al-jauza' is structured as a feminine adjective, thus al-jauza' may mean ""the female one, having something about her related to the middle."" There have been different speculations as to what the ""middle"" reference, if that is what it is, could be (for one example). The pre-Islamic Arabians' al-jauza' corresponded to what in other cultures was Gemini among the zodiacal signs. The Arabics subsequently used the indigenous name for both the Greek Orion and Twins, leading to some confusion in star names between the two constellations. An alternative name for the Arabic Almagest period for Orion was al-jabbar, ""the Giant"" and for Gemini, al-taw'aman, ""the Twins.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/06/30,,,88.79293899,7.407064,0.42
